employee_id,name,current_job,skills
E00082,Ashley Roberts,J00024,"S00035:2,S00039:2,S00049:2,S00030:2,S00014:1"
E00083,Jennifer Scott,J00024,"S00039:3,S00049:3,S00030:1"
E00084,David Wright,J00024,"S00035:1,S00040:3,S00049:3,S00030:4,S00099:4,S00045:5"
E00085,Amanda Evans,J00025,"S00023:4,S00100:4,S00011:3"
E00086,Ava Green,J00025,"S00042:2,S00056:1,S00023:2,S00100:4,S00089:3"
E00087,Paul Lee,J00025,"S00042:3,S00056:2,S00023:4,S00100:3,S00097:2,S00053:5,S00072:4"
E00088,Patricia Lee,J00025,"S00042:3,S00056:2,S00023:4,S00100:2,S00058:2"
E00089,Richard White,J00026,"S00037:2,S00020:1,S00039:1,S00077:4,S00012:1,S00034:2"
E00090,Mark Davis,J00026,"S00037:3,S00020:2,S00039:1,S00057:1,S00026:5"
E00091,Jennifer Williams,J00027,"S00042:3,S00056:2,S00010:2,S00016:2,S00090:4,S00078:3,S00067:1"
E00092,Jeff Campbell,J00027,"S00042:2,S00056:3,S00010:3,S00084:3,S00016:3,S00090:4,S00078:1"
E00093,Madison Martinez,J00028,"S00038:2,S00076:4,S00056:3,S00100:4,S00088:4"
E00094,Brittany Gonzalez,J00028,"S00094:3,S00020:3,S00039:4,S00076:3,S00043:2,S00056:3,S00037:1"
E00095,Steven Turner,J00028,"S00038:3,S00094:3,S00020:3,S00039:4,S00070:3,S00076:3,S00043:3,S00030:2"
E00096,Rebecca Martin,J00029,"S00056:1,S00002:1,S00053:3,S00059:2,S00048:5,S00041:4,S00074:3"
E00097,Emma Thomas,J00029,"S00002:2,S00053:2,S00059:4,S00070:1,S00065:3,S00051:2"
E00098,Kenneth Wilson,J00029,"S00097:3,S00056:1,S00002:2,S00053:1,S00059:3,S00071:3"
E00099,Barbara Garcia,J00030,"S00097:2,S00056:3,S00008:2,S00083:3,S00052:3,S00058:2"
E00100,Hannah Moore,J00030,"S00056:1,S00008:1,S00083:4,S00019:2"
E00101,Emily Smith,J00030,"S00097:3,S00056:2,S00008:1,S00083:2,S00013:2,S00028:3"
E00102,Emily Mitchell,J00031,"S00099:3,S00001:3,S00023:3,S00039:5,S00080:3,S00053:4,S00046:3,S00087:5"
E00103,Emma Collins,J00031,"S00099:2,S00001:3,S00023:3,S00080:3,S00053:5"
E00104,David Anderson,J00031,"S00099:3,S00001:3,S00023:4,S00039:5,S00080:3,S00053:5,S00022:2,S00003:2,S00094:2"
E00105,Ronald Thompson,J00031,"S00001:2,S00023:4,S00039:3,S00053:3"
E00106,Timothy Hall,J00031,"S00099:2,S00001:3,S00023:4,S00039:4,S00080:4,S00053:4,S00004:1"
E00107,Ronald Lewis,J00032,"S00004:3,S00055:2,S00070:3,S00076:5"
E00108,Kenneth Mitchell,J00032,"S00090:3,S00004:2,S00070:3,S00040:3,S00053:3,S00020:3"
E00109,James Smith,J00032,"S00090:2,S00004:3,S00055:3,S00050:2,S00038:5,S00030:1,S00071:3"
E00110,Jennifer Allen,J00032,"S00004:2,S00055:3,S00050:2,S00081:2,S00067:5,S00089:3"
E00111,Sarah Perez,J00033,"S00052:2,S00059:1,S00020:2,S00062:3,S00086:3,S00044:4,S00034:2,S00007:5"
E00112,John Thomas,J00033,"S00059:2,S00020:1,S00062:2,S00086:3,S00044:3,S00034:4,S00060:1,S00043:1"
E00113,Rebecca Edwards,J00034,"S00004:4,S00098:4,S00090:4,S00050:3,S00099:4,S00032:1,S00026:4"
E00114,Jeff Collins,J00034,"S00042:3,S00004:3,S00090:3,S00014:2,S00036:3,S00050:2,S00015:2"
E00115,Christopher Young,J00035,"S00041:3,S00039:2,S00050:2,S00007:1,S00081:5,S00038:4,S00099:1,S00032:2"
E00116,Emma Davis,J00035,"S00041:3,S00007:1,S00081:4,S00038:3,S00063:2"
E00117,Daniel Adams,J00035,"S00041:3,S00050:2,S00007:3,S00081:4,S00038:3,S00091:4,S00072:3,S00070:4"
E00118,Jennifer Baker,J00036,"S00087:2,S00004:3,S00050:3,S00011:2,S00038:3,S00070:3,S00059:1"
E00119,Timothy Mitchell,J00036,"S00087:2,S00050:3,S00011:2,S00093:1,S00085:5"
E00120,Stephanie Walker,J00036,"S00087:3,S00004:2,S00050:3,S00011:2"
E00121,Richard Scott,J00036,"S00087:1,S00050:2,S00011:3,S00013:1"
E00122,Hannah Perez,J00037,"S00035:3,S00070:3,S00040:2,S00043:4,S00074:1,S00082:1,S00047:5,S00096:4"
E00123,Stephanie Lee,J00037,"S00022:2,S00070:2,S00040:3,S00043:4"
E00124,Richard Parker,J00038,"S00097:3,S00056:2,S00085:2,S00061:2"
E00125,Timothy Mitchell,J00038,"S00097:3,S00056:3,S00061:1,S00065:3,S00085:2,S00069:5"
E00126,Joshua Lewis,J00038,"S00056:2,S00061:2,S00078:2,S00073:5"
E00127,Linda Walker,J00039,"S00072:3,S00041:4,S00011:4,S00092:1"
E00128,Abigail Moore,J00039,"S00041:3,S00092:2,S00004:2,S00013:1"
E00129,Kenneth Lewis,J00039,"S00072:3,S00041:3,S00011:3,S00092:3,S00004:2"
E00130,Jason Clark,J00040,"S00072:2,S00055:1,S00049:2,S00014:2"
E00131,Timothy Jones,J00040,"S00055:3,S00049:1,S00096:5"
E00132,Kayla Smith,J00040,"S00072:3,S00055:1,S00049:2,S00014:1,S00007:4"
E00133,Joshua Edwards,J00041,"S00097:2,S00039:3,S00040:2,S00069:2,S00067:1,S00070:2"
E00134,Steven Hill,J00041,"S00097:3,S00039:4,S00040:3,S00069:3,S00067:2,S00070:2,S00042:5,S00012:1,S00086:4"
E00135,Andrew Lee,J00041,"S00097:3,S00039:2,S00040:2,S00067:3,S00070:3"
E00136,Kayla Harris,J00041,"S00097:3,S00039:2,S00040:1,S00069:3"
E00137,Matthew Phillips,J00042,"S00004:3,S00030:2,S00040:2,S00070:5"
E00138,Gary Thompson,J00042,"S00097:2,S00004:1,S00030:1,S00040:1,S00026:5,S00035:1"
E00139,Kenneth Perez,J00042,"S00004:2,S00030:2"
E00140,Sarah Perez,J00043,"S00042:3,S00056:1,S00050:2,S00026:5"
E00141,Kenneth Adams,J00043,"S00056:2,S00050:4,S00096:2,S00003:3,S00088:3"
E00142,Anthony Mitchell,J00043,"S00042:2,S00072:4"
E00143,Isabella Garcia,J00044,"S00010:3,S00020:2,S00041:4,S00004:4,S00028:2,S00039:3,S00084:2"
E00144,Samantha Green,J00044,"S00010:3,S00020:3,S00041:4,S00004:4,S00028:1,S00076:4,S00039:3,S00053:3,S00057:3"
E00145,Timothy Jackson,J00044,"S00010:3,S00080:3,S00020:3,S00041:4,S00004:4,S00028:3,S00076:5,S00039:3,S00050:4"
E00146,Emily Moore,J00044,"S00010:3,S00080:2,S00004:4,S00028:1,S00076:5,S00089:3,S00059:2,S00055:4"
E00147,Timothy Williams,J00045,"S00097:4,S00039:4,S00040:2,S00049:4,S00058:2,S00067:5"
E00148,Steven Evans,J00045,"S00097:4,S00039:2,S00040:4,S00049:3,S00058:3,S00050:4,S00079:1,S00089:5"
E00149,Brittany Taylor,J00045,"S00097:4,S00039:2,S00040:3,S00049:3,S00058:3,S00050:3,S00012:3,S00042:2,S00092:1"
E00150,David Wilson,J00045,"S00097:3,S00039:4,S00040:3,S00049:4,S00058:3,S00021:2"
E00151,Patricia Collins,J00046,"S00042:3,S00056:3,S00098:3,S00070:3"
E00152,Ashley Edwards,J00046,"S00042:3,S00056:3,S00098:2,S00070:4,S00040:4,S00053:4,S00011:5,S00077:1"
E00153,Barbara Adams,J00046,"S00042:2,S00056:2,S00098:3,S00070:2,S00040:3,S00012:1,S00014:4"
E00154,Patricia Anderson,J00046,"S00042:2,S00098:3,S00040:3,S00048:4,S00009:4"
E00155,Rebecca Adams,J00047,"S00098:3,S00090:2,S00049:3,S00078:1"
E00156,Richard Baker,J00048,"S00038:1,S00059:2,S00020:2,S00050:3,S00006:3,S00064:2,S00079:2,S00091:3"
E00157,Jennifer Smith,J00048,"S00038:3,S00059:1,S00020:2,S00050:4,S00004:2,S00006:2"
E00158,Christopher Jackson,J00048,"S00038:2,S00059:2,S00020:2,S00050:2,S00004:2,S00006:1,S00025:3"
E00159,Rebecca Rodriguez,J00049,"S00039:3,S00070:3,S00085:3,S00060:4,S00096:1"
E00160,Rebecca Scott,J00049,"S00055:2,S00039:1,S00070:3,S00085:2,S00040:3,S00004:3,S00049:5"
E00161,Rebecca Anderson,J00050,"S00015:3,S00004:1,S00092:3,S00055:3,S00012:4,S00031:3,S00058:3"
E00162,Linda Scott,J00050,"S00015:1,S00004:1,S00040:1,S00092:2,S00055:3,S00044:4"
E00163,Jason Scott,J00051,"S00035:2,S00056:1,S00050:2,S00093:1"
E00164,Kenneth Walker,J00051,"S00035:1,S00056:1,S00070:2,S00021:2,S00050:2"
E00165,Hannah Edwards,J00051,"S00035:2,S00056:2,S00070:3,S00021:2,S00050:2,S00015:1,S00080:5"
E00166,Madison Miller,J00051,"S00035:2,S00056:2,S00070:3,S00021:3,S00050:2,S00007:2,S00004:4,S00087:1"
E00167,Richard Walker,J00052,"S00015:3,S00043:3,S00097:2,S00028:2,S00070:1,S00073:2,S00012:4,S00013:4"
E00168,Karen Turner,J00052,"S00015:3,S00043:2,S00097:2,S00070:2,S00059:4,S00004:1"
E00169,Emily Wilson,J00052,"S00015:3,S00097:2,S00028:2,S00070:3"
E00170,Daniel Adams,J00052,"S00015:2,S00043:3,S00097:2,S00028:2,S00009:3,S00027:5,S00056:4"
E00171,Hannah Rodriguez,J00052,"S00015:2,S00043:1,S00097:3,S00028:3,S00070:1,S00023:3,S00052:1,S00077:1"
E00172,Edward Nelson,J00053,"S00022:4,S00001:2,S00049:3"
E00173,Gary Taylor,J00053,"S00022:4,S00001:4,S00049:4,S00040:3,S00035:3,S00092:3,S00012:5,S00002:5"
E00174,Madison Hall,J00054,"S00020:1,S00039:3,S00040:3,S00056:5"
E00175,Steven Mitchell,J00054,"S00069:3,S00048:3,S00020:2,S00039:3,S00040:3,S00037:2"
E00176,Thomas Smith,J00054,"S00069:1,S00048:3,S00020:2,S00039:4,S00080:2,S00059:5,S00055:5"
E00177,Stephanie Hernandez,J00055,"S00041:2,S00043:1,S00023:2,S00050:2,S00070:5,S00047:1,S00005:5"
E00178,Emily Campbell,J00055,"S00041:3,S00023:2,S00050:1"
E00179,Barbara Wright,J00055,"S00041:1,S00043:2,S00023:2,S00050:1,S00059:5,S00061:5,S00094:3"
E00180,Paul Lewis,J00056,"S00056:4,S00089:3,S00005:4,S00040:5,S00041:3,S00011:5"
E00181,Sarah Lopez,J00056,"S00015:3,S00089:3,S00005:4,S00041:3,S00011:5,S00048:4,S00034:2"
E00182,Emma Thomas,J00056,"S00015:3,S00056:3,S00005:4,S00041:5,S00011:5,S00048:4,S00074:3"
E00183,Michael Perez,J00057,"S00087:1,S00004:3,S00049:3,S00023:2,S00066:4,S00034:2,S00068:4,S00002:3"
E00184,Kayla Hernandez,J00057,"S00087:2,S00049:2,S00023:2,S00079:3,S00043:3,S00035:1"
E00185,Susan Perez,J00058,"S00072:4,S00087:3,S00070:3,S00032:4,S00035:2,S00050:2"
E00186,Paul Miller,J00059,"S00037:5,S00080:4,S00020:3,S00056:2,S00043:5,S00019:3,S00039:4,S00087:4,S00082:3,S00060:1"
E00187,Kenneth Garcia,J00060,"S00091:3,S00043:2,S00024:2,S00040:4,S00078:3,S00062:3,S00026:5,S00051:2,S00083:4"
E00188,Richard Taylor,J00060,"S00091:4,S00043:2,S00040:3,S00077:2,S00078:3,S00062:3,S00020:1,S00005:4,S00035:2"
E00189,Brian Rodriguez,J00061,"S00094:3,S00020:3,S00004:1,S00043:1,S00009:3"
E00190,Hannah Green,J00062,"S00004:2,S00035:1,S00034:2,S00098:3,S00083:2,S00023:5"
E00191,Robert Walker,J00062,"S00001:2,S00004:1,S00035:2,S00034:3,S00098:2"
E00192,Jennifer Johnson,J00062,"S00001:2,S00004:1,S00035:2,S00034:3"
E00193,Robert Rodriguez,J00063,"S00024:1,S00001:2,S00040:4,S00095:5"
E00194,Elizabeth Brown,J00063,"S00024:2,S00001:1,S00023:1,S00040:3"
E00195,Patricia Mitchell,J00064,"S00087:3,S00068:3,S00049:2,S00092:3"
E00196,Amanda Jackson,J00064,"S00087:4,S00056:3,S00068:3,S00046:3,S00049:2,S00092:4,S00090:3"
E00197,Isabella Anderson,J00064,"S00087:2,S00056:4,S00068:2,S00049:2,S00092:2,S00054:4,S00089:2"
E00198,Linda Taylor,J00064,"S00087:4,S00056:3,S00068:2,S00046:4,S00049:2,S00092:3,S00054:1,S00072:2"
E00199,Jennifer Wilson,J00065,"S00023:2,S00002:1,S00007:2,S00015:2"
E00200,Edward Wright,J00065,"S00097:2,S00043:1,S00023:2,S00002:2,S00079:4"
E00201,Robert Miller,J00065,"S00097:2,S00043:1,S00023:1,S00002:1,S00076:5,S00042:4,S00026:3"
E00202,Elizabeth Collins,J00066,"S00041:4,S00039:5,S00070:5,S00040:5,S00050:4,S00049:5,S00030:3,S00059:2"
E00203,Christopher Lewis,J00066,"S00039:4,S00054:3,S00070:4,S00050:3,S00049:4,S00082:5"
E00204,Brittany Anderson,J00067,"S00065:2,S00091:3,S00004:3,S00036:1,S00094:4,S00095:2"
E00205,Barbara Clark,J00067,"S00065:2,S00070:2"
E00206,Paul Williams,J00067,"S00065:3,S00091:1,S00070:3,S00004:1,S00064:2,S00011:5,S00097:1"
E00207,Brian Parker,J00067,"S00065:2,S00091:2,S00070:1,S00004:2"
E00208,Kenneth Baker,J00067,"S00065:1,S00070:2,S00024:3,S00081:4,S00091:1"
E00209,Helen Mitchell,J00068,"S00041:3,S00056:3,S00050:3,S00031:3,S00040:2,S00023:4"
E00210,Madison Turner,J00068,"S00041:2,S00056:3,S00050:2,S00031:3,S00040:2,S00023:4,S00043:2"
E00211,Olivia Wilson,J00069,"S00097:3,S00039:3,S00040:2,S00015:4,S00023:3,S00051:4,S00065:5,S00016:4,S00091:5"
E00212,Edward Green,J00069,"S00039:3,S00040:1,S00015:4,S00023:5,S00010:1,S00022:3"
E00213,Joseph Phillips,J00070,"S00038:2,S00020:1,S00039:2,S00049:3,S00004:1,S00025:1,S00003:2"
E00214,Rebecca Scott,J00070,"S00038:3,S00094:2,S00020:3,S00039:2,S00004:2,S00062:3"
E00215,Sarah Collins,J00071,"S00056:3,S00007:2,S00022:3,S00070:3,S00002:3,S00021:2"
E00216,Joseph Williams,J00072,"S00039:4,S00083:3,S00040:2,S00093:2,S00050:5,S00086:4,S00016:1,S00052:4"
E00217,Timothy Taylor,J00072,"S00083:3,S00040:3,S00093:2,S00086:4,S00044:1,S00094:4,S00006:2"
E00218,Edward Adams,J00073,"S00055:1,S00043:2,S00045:2,S00002:3,S00022:2,S00026:1,S00011:5"
E00219,Nicole Hernandez,J00074,"S00086:1,S00098:4,S00015:1,S00051:2,S00092:4"
E00220,Mark Walker,J00075,"S00097:3,S00056:3,S00059:4,S00054:3,S00037:2,S00094:4"
E00221,Brittany Allen,J00076,"S00055:1,S00056:2,S00040:3,S00024:3,S00086:3,S00054:2,S00072:4"
E00222,Kevin Baker,J00076,"S00055:2,S00056:3,S00040:4,S00024:2,S00064:5,S00095:4"
E00223,Elizabeth Johnson,J00077,"S00061:2,S00048:3,S00020:2,S00025:3,S00004:1"
E00224,Gary Garcia,J00077,"S00061:1,S00048:2,S00020:3,S00074:3"
E00225,Mark Hill,J00077,"S00061:1,S00020:1,S00025:3,S00046:2"
E00226,Michael Garcia,J00078,"S00042:2,S00056:2,S00040:1,S00019:2"
E00227,Ava Edwards,J00078,"S00042:2,S00019:2,S00088:3,S00013:5"
E00228,Samantha Lewis,J00078,"S00056:2,S00040:3,S00019:2"
E00229,Linda Taylor,J00079,"S00087:2,S00056:1,S00099:1,S00055:3,S00045:3,S00089:3,S00018:4"
E00230,Anna Nelson,J00079,"S00087:2,S00056:2,S00099:1,S00055:3,S00040:3,S00027:2"
E00231,David Young,J00079,"S00087:1,S00056:3,S00099:1,S00055:2,S00040:2,S00016:3,S00006:1,S00039:1"
E00232,Gary Miller,J00080,"S00062:2,S00080:2,S00020:2,S00005:3,S00046:2,S00065:5"
E00233,Barbara Hill,J00080,"S00062:1,S00020:2,S00005:3,S00004:2,S00010:3,S00047:5,S00024:4,S00087:1"
E00234,Patricia Lewis,J00080,"S00080:2,S00020:2,S00005:2,S00004:4,S00056:3,S00010:2"
E00235,Daniel Lopez,J00081,"S00099:2,S00055:2,S00011:3,S00008:3,S00025:1"
E00236,Brittany Wright,J00081,"S00055:1,S00008:1,S00057:5,S00085:1,S00016:2"
E00237,Steven Hall,J00081,"S00099:1,S00055:2,S00011:2,S00008:3"
E00238,Elizabeth Young,J00082,"S00086:2,S00004:2,S00047:2,S00049:4,S00019:4,S00014:1"
E00239,Susan Lopez,J00082,"S00086:2,S00004:1,S00049:2,S00078:3,S00020:3,S00080:5"
E00240,Richard Edwards,J00082,"S00086:3,S00004:2,S00047:2,S00049:3,S00040:1"
E00241,Andrew Wilson,J00082,"S00086:2,S00047:1,S00049:3,S00063:4"
E00242,Thomas Robinson,J00083,"S00065:3,S00087:3,S00070:3,S00001:3"
E00243,Steven Thompson,J00083,"S00065:3,S00087:2,S00070:2,S00001:2"
E00244,Thomas Lee,J00083,"S00065:1,S00087:2,S00070:3,S00001:3,S00045:1,S00085:2,S00032:2"
E00245,George Robinson,J00084,"S00042:1,S00050:1,S00047:2"
E00246,Kenneth Roberts,J00084,"S00039:3,S00050:2,S00047:2,S00074:4,S00042:5,S00013:4"
E00247,Richard Phillips,J00084,"S00042:2,S00039:2,S00050:1,S00047:3,S00064:1"
E00248,Rebecca Green,J00085,"S00086:2,S00056:3,S00068:1"
E00249,Samantha Rodriguez,J00085,"S00086:3,S00056:2,S00011:3,S00068:2,S00085:5,S00041:2,S00054:4"
E00250,Susan Carter,J00085,"S00086:2,S00011:3,S00068:2,S00035:5,S00079:4,S00073:1"
E00251,Abigail Jackson,J00085,"S00086:2,S00056:2,S00068:1,S00053:3"
E00252,Stephanie Martinez,J00086,"S00071:2,S00035:2,S00049:1,S00003:2,S00040:4"
E00253,Emma Adams,J00086,"S00035:1,S00049:2,S00003:3,S00085:5,S00023:1"
E00254,Jason Lopez,J00086,"S00071:1,S00049:2,S00047:1,S00051:2,S00031:1"
E00255,Hannah Evans,J00087,"S00086:1,S00039:2,S00049:1,S00087:1,S00070:3,S00075:4,S00096:2"
E00256,Kayla Young,J00088,"S00097:3,S00056:4,S00053:4,S00049:3,S00077:2,S00050:5,S00070:3,S00019:3,S00061:3"
E00257,Stephanie Robinson,J00088,"S00097:3,S00053:3,S00022:3,S00049:4,S00077:3,S00070:3,S00050:1,S00051:3,S00039:1"
E00258,Kayla Edwards,J00089,"S00087:2,S00046:3,S00040:3,S00075:2"
E00259,Stephanie Collins,J00089,"S00004:3,S00040:3"
E00260,Stephanie Anderson,J00089,"S00087:1,S00004:2,S00046:1,S00040:2,S00075:2"
E00261,Steven Jackson,J00090,"S00087:2,S00043:1,S00023:2,S00041:4,S00062:2,S00034:2"
E00262,Edward Gonzalez,J00090,"S00043:2,S00023:2,S00049:3,S00003:1"
E00263,Kayla Adams,J00090,"S00087:2,S00049:2"
E00264,Steven Carter,J00091,"S00096:2,S00080:2,S00020:1,S00034:4,S00037:4,S00016:2,S00092:2,S00025:3"
